"hgnc_symbol	ensembl_gene_id	gene_biotype"
"TMEM220	ENSG00000187824	protein_coding"
"WDR17	ENSG00000150627	protein_coding"
"APCS	ENSG00000132703	protein_coding"
"CRP	ENSG00000132693	protein_coding"
"PIRT	ENSG00000233670	protein_coding"
"DUSP23	ENSG00000158716	protein_coding"
"RNU6-1065P	ENSG00000207242	snRNA"
"RPL15P21	ENSG00000244753	processed_pseudogene"
"SHISA6	ENSG00000188803	protein_coding"
"FCRL6	ENSG00000181036	protein_coding"
"BEST2	ENSG00000039987	protein_coding"
"DNAH9	ENSG00000007174	protein_coding"
"SLAMF8	ENSG00000158714	protein_coding"
"VSIG8	ENSG00000243284	protein_coding"
"ANKZF1	ENSG00000163516	protein_coding"
"KCNV2	ENSG00000168263	protein_coding"
"LINC00654	ENSG00000205181	lncRNA"
"VLDLR	ENSG00000147852	protein_coding"
"RPS18P1	ENSG00000225831	processed_pseudogene"
"GPCPD1	ENSG00000125772	protein_coding"
"SLAMF9	ENSG00000162723	protein_coding"
"FBXL22	ENSG00000197361	protein_coding"
"GLB1L	ENSG00000163521	protein_coding"
"SHKBP1	ENSG00000160410	protein_coding"
"TAF2	ENSG00000064313	protein_coding"
"FAM168A	ENSG00000054965	protein_coding"
"KRT18P31	ENSG00000249850	processed_pseudogene"
"ARSI	ENSG00000183876	protein_coding"
"TCOF1	ENSG00000070814	protein_coding"
"ZNF18	ENSG00000154957	protein_coding"
"CABP4	ENSG00000175544	protein_coding"
"EFNA4	ENSG00000243364	protein_coding"
"MRPL14	ENSG00000180992	protein_coding"
"STK16	ENSG00000115661	protein_coding"
"TMEM63B	ENSG00000137216	protein_coding"
"MAP2K4	ENSG00000065559	protein_coding"
"NCAM1	ENSG00000149294	protein_coding"
"EFNA3	ENSG00000143590	protein_coding"
"EFNA1	ENSG00000169242	protein_coding"
"RNU11-2P	ENSG00000252707	snRNA"
"MIR744	ENSG00000266297	miRNA"
"SLC50A1	ENSG00000169241	protein_coding"
"ELAC2	ENSG00000006744	protein_coding"
"MIR3177	ENSG00000265820	miRNA"
"ABCA17P	ENSG00000238098	transcribed_unitary_pseudogene"
"TUBA4B	ENSG00000243910	protein_coding"
"PTPRN	ENSG00000054356	protein_coding"
"CCNF	ENSG00000162063	protein_coding"
"AKR1C2	ENSG00000151632	protein_coding"
"LTBP4	ENSG00000090006	protein_coding"
"POLR1C	ENSG00000171453	protein_coding"
"XPC	ENSG00000154767	protein_coding"
"BTAF1	ENSG00000095564	protein_coding"
"HMGN2P18	ENSG00000223452	processed_pseudogene"
"KRTCAP2	ENSG00000163463	protein_coding"
"UBE2W	ENSG00000104343	protein_coding"
"THBS3	ENSG00000169231	protein_coding"
"PTPRT-DT	ENSG00000233508	lncRNA"
"NEURL1	ENSG00000107954	protein_coding"
"USP6NL	ENSG00000148429	protein_coding"
"MACROD2	ENSG00000172264	protein_coding"
"YEATS4	ENSG00000127337	protein_coding"
"NTN3	ENSG00000162068	protein_coding"
"YIPF3	ENSG00000137207	protein_coding"
"ATP6V0C	ENSG00000185883	protein_coding"
"MIR3178	ENSG00000266232	miRNA"
"PDPK1	ENSG00000140992	protein_coding"
"RN7SL38P	ENSG00000240481	misc_RNA"
"RNA5SP354	ENSG00000212549	rRNA_pseudogene"
"GYG1P1	ENSG00000251633	unprocessed_pseudogene"
"RNU6-1069P	ENSG00000252421	snRNA"
"RPS10P2	ENSG00000213950	processed_pseudogene"
"MACROD2-AS1	ENSG00000235914	lncRNA"
"RNU6-115P	ENSG00000201180	snRNA"
"RNA5SP475	ENSG00000222500	rRNA_pseudogene"
"RN7SL804P	ENSG00000266185	misc_RNA"
"SNORA70G	ENSG00000206650	snoRNA"
"RNU7-4P	ENSG00000252770	snRNA"
"RPS14	ENSG00000164587	protein_coding"
"RESP18	ENSG00000182698	protein_coding"
"NUMBL	ENSG00000105245	protein_coding"
"MTX1P1	ENSG00000236675	unprocessed_pseudogene"
"FTH1P21	ENSG00000249013	processed_pseudogene"
"CTSO	ENSG00000256043	protein_coding"
"TMEM70	ENSG00000175606	protein_coding"
"HS3ST3A1	ENSG00000153976	protein_coding"
"MIR548H3	ENSG00000221698	miRNA"
"XPO5	ENSG00000124571	protein_coding"
"CDRT15P1	ENSG00000141028	unprocessed_pseudogene"
"MIR3649	ENSG00000266043	miRNA"
"COX10	ENSG00000006695	protein_coding"
"SLC1A3	ENSG00000079215	protein_coding"
"RPS4XP14	ENSG00000243663	processed_pseudogene"
"MMP10	ENSG00000166670	protein_coding"
"RNU6-1300P	ENSG00000212348	snRNA"
"RPS3AP32	ENSG00000240047	processed_pseudogene"
"RNU6-1197P	ENSG00000212485	snRNA"
"PPP1R42	ENSG00000178125	protein_coding"
"CDRT15	ENSG00000223510	protein_coding"
"HS3ST3B1	ENSG00000125430	protein_coding"
"RNU6-195P	ENSG00000223284	snRNA"
"RPS18P12	ENSG00000230897	processed_pseudogene"
"RPL23AP76	ENSG00000226156	processed_pseudogene"
"CDRT8	ENSG00000265163	lncRNA"
"RBM12B	ENSG00000183808	protein_coding"
"PRPSAP1	ENSG00000161542	protein_coding"
"SCAMP3	ENSG00000116521	protein_coding"
"TBC1D24	ENSG00000162065	protein_coding"
"GTPBP2	ENSG00000172432	protein_coding"
"CD40LG	ENSG00000102245	protein_coding"
"MFSD10	ENSG00000109736	protein_coding"
"RNU6-24P	ENSG00000207169	snRNA"
"SPHK1	ENSG00000176170	protein_coding"
"CLK2	ENSG00000176444	protein_coding"
"MAD2L1BP	ENSG00000124688	protein_coding"
"RSPH9	ENSG00000172426	protein_coding"
"PGC	ENSG00000096088	protein_coding"
"PARL	ENSG00000175193	protein_coding"
"PURG	ENSG00000172733	protein_coding"
"FRS3	ENSG00000137218	protein_coding"
"MIR320A	ENSG00000208037	miRNA"
"UBE2O	ENSG00000175931	protein_coding"
"HCN3	ENSG00000143630	protein_coding"
"DOK2	ENSG00000147443	protein_coding"
"PRICKLE4	ENSG00000278224	protein_coding"
"DUSP28	ENSG00000188542	protein_coding"
"NOP14	ENSG00000087269	protein_coding"
"PKLR	ENSG00000143627	protein_coding"
"KRT18P52	ENSG00000237007	processed_pseudogene"
"AK2P2	ENSG00000242272	processed_pseudogene"
"RPL7P49	ENSG00000242931	processed_pseudogene"
"PLCE1	ENSG00000138193	protein_coding"
"CYGB	ENSG00000161544	protein_coding"
"BPIFA4P	ENSG00000183566	transcribed_unprocessed_pseudogene"
"XPO7	ENSG00000130227	protein_coding"
"PRCD	ENSG00000214140	protein_coding"
"DEFB122	ENSG00000204547	transcribed_unprocessed_pseudogene"
"SLC30A6	ENSG00000152683	protein_coding"
"CCNL1	ENSG00000163660	protein_coding"
"KIRREL2	ENSG00000126259	protein_coding"
"SNORD1B	ENSG00000199961	snoRNA"
"ST6GALNAC2	ENSG00000070731	protein_coding"
"PLIN1	ENSG00000166819	protein_coding"
"ST6GALNAC1	ENSG00000070526	protein_coding"
"DDX50P1	ENSG00000229816	processed_pseudogene"
"RNU6-647P	ENSG00000201113	snRNA"
"RPL7P13	ENSG00000234253	processed_pseudogene"
"RNU6-613P	ENSG00000222344	snRNA"
"PGD	ENSG00000142657	protein_coding"
"FBXO36	ENSG00000153832	protein_coding"
"FBXO36-IT1	ENSG00000231534	lncRNA"
"SLC16A14	ENSG00000163053	protein_coding"
"RPL36AP43	ENSG00000241362	processed_pseudogene"
"JMJD7	ENSG00000243789	protein_coding"
"RNY4P19	ENSG00000199400	misc_RNA"
"SLC19A3	ENSG00000135917	protein_coding"
"HMGB1P19	ENSG00000253463	processed_pseudogene"
"SRSF2	ENSG00000161547	protein_coding"
"MIR4663	ENSG00000266324	miRNA"
"C8orf76	ENSG00000189376	protein_coding"
"TAF3	ENSG00000165632	protein_coding"
"JMJD7-PLA2G4B	ENSG00000168970	protein_coding"
"GATA3-AS1	ENSG00000197308	lncRNA"
"NCEH1	ENSG00000144959	protein_coding"
"RN7SKP288	ENSG00000252036	misc_RNA"
"RNA5SP327	ENSG00000199364	rRNA_pseudogene"
"RNU6-97P	ENSG00000200257	snRNA"
"PDCD4	ENSG00000150593	protein_coding"
"CCL20	ENSG00000115009	protein_coding"
"RHBDF2	ENSG00000129667	protein_coding"
"APLP1	ENSG00000105290	protein_coding"
"UBA52P5	ENSG00000243498	processed_pseudogene"
"ZHX1	ENSG00000165156	protein_coding"
"SNAP25-AS1	ENSG00000227906	lncRNA"
"METRN	ENSG00000103260	protein_coding"
"DAW1	ENSG00000123977	protein_coding"
"RNU6-628P	ENSG00000222607	snRNA"
"FAM83A	ENSG00000147689	protein_coding"
"RNU6-204P	ENSG00000199335	snRNA"
"HTT-AS	ENSG00000251075	lncRNA"
"MSANTD1	ENSG00000188981	protein_coding"
"SPTBN5	ENSG00000137877	protein_coding"
"MAP6D1	ENSG00000180834	protein_coding"
"MIR548V	ENSG00000265520	miRNA"
"MTUS1	ENSG00000129422	protein_coding"
"TM4SF19	ENSG00000145107	protein_coding"
"POFUT1	ENSG00000101346	protein_coding"
"BBIP1	ENSG00000214413	protein_coding"
"EGR1	ENSG00000120738	protein_coding"
"LINC00940	ENSG00000235049	lncRNA"
"SP140	ENSG00000079263	protein_coding"
"RNA5SP393	ENSG00000200293	rRNA_pseudogene"
"CACNA1C-IT1	ENSG00000256837	lncRNA"
"MSLN	ENSG00000102854	protein_coding"
"LMOD3	ENSG00000163380	protein_coding"
"SHOC2	ENSG00000108061	protein_coding"
"RN7SL402P	ENSG00000243968	misc_RNA"
"SEC14L1	ENSG00000129657	protein_coding"
"MTNR1B	ENSG00000134640	protein_coding"
"ATXN7	ENSG00000163635	protein_coding"
"TYROBP	ENSG00000011600	protein_coding"
"SMIM23	ENSG00000185662	protein_coding"
"FBXW11	ENSG00000072803	protein_coding"
"EEF1D	ENSG00000104529	protein_coding"
"ZBBX	ENSG00000169064	protein_coding"
"FAM114A2	ENSG00000055147	protein_coding"
"RPL13AP6	ENSG00000234118	processed_pseudogene"
"MIR548E	ENSG00000221214	miRNA"
"ADRA2A	ENSG00000150594	protein_coding"
"MMP1	ENSG00000196611	protein_coding"
"MSLNL	ENSG00000162006	protein_coding"
"TAF5	ENSG00000148835	protein_coding"
"MPPED2	ENSG00000066382	protein_coding"
"RPL36AP44	ENSG00000240163	processed_pseudogene"
"DYTN	ENSG00000232125	protein_coding"
"LPIN1	ENSG00000134324	protein_coding"
"MFAP3	ENSG00000037749	protein_coding"
"MAS1	ENSG00000130368	protein_coding"
"RNU4-47P	ENSG00000222808	snRNA"
"CYCSP40	ENSG00000262870	processed_pseudogene"
"IGF2R	ENSG00000197081	protein_coding"
"MIR4316	ENSG00000264060	miRNA"
"ANXA10	ENSG00000109511	protein_coding"
"AIRN	ENSG00000268257	lncRNA"
"SLC22A1	ENSG00000175003	protein_coding"
"DDX60	ENSG00000137628	protein_coding"
"MESP2	ENSG00000188095	protein_coding"
"TFEB	ENSG00000112561	protein_coding"
"WEE1	ENSG00000166483	protein_coding"
"RN7SL424P	ENSG00000244034	misc_RNA"
"KDR	ENSG00000128052	protein_coding"
"G6PD	ENSG00000160211	protein_coding"
"CLHC1	ENSG00000162994	protein_coding"
"DIMT1	ENSG00000086189	protein_coding"
"MTIF2	ENSG00000085760	protein_coding"
"ALG3	ENSG00000214160	protein_coding"
"DAP3	ENSG00000132676	protein_coding"
"PRORSD1P	ENSG00000162997	transcribed_unitary_pseudogene"
"RPS4XP5	ENSG00000229920	transcribed_processed_pseudogene"
"HNRNPA1P66	ENSG00000229221	processed_pseudogene"
"C6orf118	ENSG00000112539	protein_coding"
"MDH1	ENSG00000014641	protein_coding"
"RNA5SP226	ENSG00000199523	rRNA_pseudogene"
"CAMK2N2	ENSG00000163888	protein_coding"
"PSMD2	ENSG00000175166	protein_coding"
"RPL7P22	ENSG00000226544	processed_pseudogene"
"MIR4804	ENSG00000263593	miRNA"
"ALMS1-IT1	ENSG00000230002	lncRNA"
"NAT8	ENSG00000144035	protein_coding"
"TPRKB	ENSG00000144034	protein_coding"
"MSTO2P	ENSG00000203761	unprocessed_pseudogene"
"SYT11	ENSG00000132718	protein_coding"
"ART5	ENSG00000167311	protein_coding"
"ART1	ENSG00000129744	protein_coding"
"CHRNA10	ENSG00000129749	protein_coding"
"SNX17	ENSG00000115234	protein_coding"
"RNU6-1143P	ENSG00000251934	snRNA"
"RNU7-50P	ENSG00000238304	snRNA"
"CDK7	ENSG00000134058	protein_coding"
"PGAP2	ENSG00000148985	protein_coding"
"TPGS1	ENSG00000141933	protein_coding"
"CDC34	ENSG00000099804	protein_coding"
"SCARNA4	ENSG00000281394	scaRNA"
"CD7	ENSG00000173762	protein_coding"
"SSR2	ENSG00000163479	protein_coding"
"GZMM	ENSG00000197540	protein_coding"
"SECTM1	ENSG00000141574	protein_coding"
"DIRAS1	ENSG00000176490	protein_coding"
"FAM86B2	ENSG00000145002	protein_coding"
"SLC39A3	ENSG00000141873	protein_coding"
"OSR2	ENSG00000164920	protein_coding"
"EIF4G1	ENSG00000114867	protein_coding"
"SGTA	ENSG00000104969	protein_coding"
"ZNF513	ENSG00000163795	protein_coding"
"PPM1G	ENSG00000115241	protein_coding"
"TEX19	ENSG00000182459	protein_coding"
"CCAR2	ENSG00000158941	protein_coding"
"CCDC125	ENSG00000183323	protein_coding"
"FTH1P3	ENSG00000213453	processed_pseudogene"
"UBQLN4	ENSG00000160803	protein_coding"
"NRBP1	ENSG00000115216	protein_coding"
"RAB25	ENSG00000132698	protein_coding"
"CFL1P5	ENSG00000213830	processed_pseudogene"
"CHCHD2P2	ENSG00000215006	processed_pseudogene"
"MICC	ENSG00000226577	unprocessed_pseudogene"
"PMF1-BGLAP	ENSG00000260238	protein_coding"
"TMPOP1	ENSG00000229068	processed_pseudogene"
"SUCLA2P1	ENSG00000224936	processed_pseudogene"
"RANP1	ENSG00000236603	processed_pseudogene"
"HLA-E	ENSG00000204592	protein_coding"
"NARF-IT1	ENSG00000266236	lncRNA"
"MIR4731	ENSG00000265110	miRNA"
"RAD17	ENSG00000152942	protein_coding"
"PANK1	ENSG00000152782	protein_coding"
"TEKT3	ENSG00000125409	protein_coding"
"BGLAP	ENSG00000242252	protein_coding"
"SMG5	ENSG00000198952	protein_coding"
"PRR3	ENSG00000204576	protein_coding"
"RN7SL792P	ENSG00000239888	misc_RNA"
"MIR3611	ENSG00000266228	miRNA"
"PMP22	ENSG00000109099	protein_coding"
"RNU7-77P	ENSG00000253054	snRNA"
"ATP6V1G1P4	ENSG00000233343	processed_pseudogene"
"ANKRD22	ENSG00000152766	protein_coding"
"PTCD2P2	ENSG00000234256	processed_pseudogene"
"STAMBPL1	ENSG00000138134	protein_coding"
"PPP1R10	ENSG00000204569	protein_coding"
"THOP1	ENSG00000172009	protein_coding"
"KRTCAP3	ENSG00000157992	protein_coding"
"ACTA2-AS1	ENSG00000180139	lncRNA"
"TMEM79	ENSG00000163472	protein_coding"
"ACTA2	ENSG00000107796	protein_coding"
"CCT3	ENSG00000163468	protein_coding"
"RHOG	ENSG00000177105	protein_coding"
"HNRNPA1P76	ENSG00000255141	processed_pseudogene"
"MRPS18B	ENSG00000204568	protein_coding"
"RNU6-986P	ENSG00000200003	snRNA"
"FNDC4	ENSG00000115226	protein_coding"
"RPS29P20	ENSG00000240385	processed_pseudogene"
"STMN4	ENSG00000015592	protein_coding"
"RRM1	ENSG00000167325	protein_coding"
"SFTA1P	ENSG00000225383	lncRNA"
"ATAT1	ENSG00000137343	protein_coding"
"LINC00710	ENSG00000229240	lncRNA"
"IFT172	ENSG00000138002	protein_coding"
"ZNF554	ENSG00000172006	protein_coding"
"ZNF555	ENSG00000186300	protein_coding"
"CELF2-AS2	ENSG00000237986	lncRNA"
"NNAT	ENSG00000053438	protein_coding"
"ZNF556	ENSG00000172000	protein_coding"
"CELF2-AS1	ENSG00000181800	lncRNA"
"RRM1-AS1	ENSG00000255276	lncRNA"
"OR55B1P	ENSG00000231548	transcribed_unitary_pseudogene"
"TEAD1	ENSG00000187079	protein_coding"
"PMP2	ENSG00000147588	protein_coding"
"FABP9	ENSG00000205186	protein_coding"
"FABP4	ENSG00000170323	protein_coding"
"EIF5A	ENSG00000132507	protein_coding"
"LINC00958	ENSG00000251381	lncRNA"
"FTH1P11	ENSG00000237264	processed_pseudogene"
"NIPA2P4	ENSG00000254151	processed_pseudogene"
"RPS26P34	ENSG00000240427	processed_pseudogene"
"SLC10A5P1	ENSG00000205184	unprocessed_pseudogene"
"IMPA1	ENSG00000133731	protein_coding"
"CTTN	ENSG00000085733	protein_coding"
"RHBG	ENSG00000132677	protein_coding"
"VSTM2A	ENSG00000170419	protein_coding"
"MARVELD2	ENSG00000152939	protein_coding"
"UCP1	ENSG00000109424	protein_coding"
"PTMAP1	ENSG00000228415	processed_pseudogene"
"C6orf136	ENSG00000204564	protein_coding"
"MEX3A	ENSG00000254726	protein_coding"
"RN7SL616P	ENSG00000266477	misc_RNA"
"RNU6-724P	ENSG00000212260	snRNA"
"DHX16	ENSG00000204560	protein_coding"
"CYP4Z1	ENSG00000186160	protein_coding"
"GTF2H2C	ENSG00000183474	protein_coding"
"GPS2	ENSG00000132522	protein_coding"
"LRRC52	ENSG00000162763	protein_coding"
"SHANK2-AS1	ENSG00000226627	lncRNA"
"DGKB	ENSG00000136267	protein_coding"
"SHANK2-AS2	ENSG00000236262	lncRNA"
"SHANK2-AS3	ENSG00000171671	lncRNA"
"MIR3664	ENSG00000263744	miRNA"
"FAM181B	ENSG00000182103	protein_coding"
"LINC00681	ENSG00000255494	lncRNA"
"ZNF200	ENSG00000010539	protein_coding"
"LINC00534	ENSG00000253394	lncRNA"
"ABCF1	ENSG00000204574	protein_coding"
"GLUL	ENSG00000135821	protein_coding"
"EIF4A2P2	ENSG00000227382	processed_pseudogene"
"SLC10A5	ENSG00000253598	protein_coding"
"ZFAND1	ENSG00000104231	protein_coding"
"NEURL4	ENSG00000215041	protein_coding"
"LRRC43	ENSG00000158113	protein_coding"
"CELF2	ENSG00000048740	protein_coding"
"OCLN	ENSG00000197822	protein_coding"
"EPHA5	ENSG00000145242	protein_coding"
"SLC27A6	ENSG00000113396	protein_coding"
"GLIS3-AS1	ENSG00000237009	lncRNA"
"DCTD	ENSG00000129187	protein_coding"
"ZNF75A	ENSG00000162086	protein_coding"
"ZNF622	ENSG00000173545	protein_coding"
"CHMP4C	ENSG00000164695	protein_coding"
"ENC1	ENSG00000171617	protein_coding"
"HNRNPA1P36	ENSG00000231942	processed_pseudogene"
"SMIM3	ENSG00000256235	protein_coding"
"MAN2A1	ENSG00000112893	protein_coding"
"RAB30	ENSG00000137502	protein_coding"
"ACAP1	ENSG00000072818	protein_coding"
"CEP57L1	ENSG00000183137	protein_coding"
"STC2	ENSG00000113739	protein_coding"
"CLSTN3	ENSG00000139182	protein_coding"
"ZBTB4	ENSG00000174282	protein_coding"
"ANXA2R	ENSG00000177721	protein_coding"
"DNAJB5	ENSG00000137094	protein_coding"
"SNORD3A	ENSG00000263934	snoRNA"
"SNORA70E	ENSG00000207221	snoRNA"
"LINC02951	ENSG00000255503	lncRNA"
"EPN2-AS1	ENSG00000235397	lncRNA"
"MIR1180	ENSG00000221540	miRNA"
"MAPK7	ENSG00000166484	protein_coding"
"ZNF205	ENSG00000122386	protein_coding"
"LRRC7	ENSG00000033122	protein_coding"
"MYRFL	ENSG00000166268	protein_coding"
"FLYWCH1	ENSG00000059122	protein_coding"
"MFAP4	ENSG00000166482	protein_coding"
"SPARCL1	ENSG00000152583	protein_coding"
"OR1H1P	ENSG00000228914	unprocessed_pseudogene"
"RNU4-65P	ENSG00000222405	snRNA"
"RNF112	ENSG00000128482	protein_coding"
"SLC35B3	ENSG00000124786	protein_coding"
"RPS2P46	ENSG00000189343	processed_pseudogene"
"RPL17P43	ENSG00000228331	processed_pseudogene"
"ALOXE3	ENSG00000179148	protein_coding"
"CLEC18C	ENSG00000157335	protein_coding"
"GHITM	ENSG00000165678	protein_coding"
"DMTN	ENSG00000158856	protein_coding"
"ROS1	ENSG00000047936	protein_coding"
"CDHR1	ENSG00000148600	protein_coding"
"FBP1	ENSG00000165140	protein_coding"
"PDE6G	ENSG00000185527	protein_coding"
"C4orf46	ENSG00000205208	protein_coding"
"ETFDH	ENSG00000171503	protein_coding"
"OXLD1	ENSG00000204237	protein_coding"
"CCDC137	ENSG00000185298	protein_coding"
"SNORD66	ENSG00000212158	snoRNA"
"TAS2R1	ENSG00000169777	protein_coding"
"FAM131A	ENSG00000175182	protein_coding"
"DOK3	ENSG00000146094	protein_coding"
"MRPL12	ENSG00000262814	protein_coding"
"SLC25A10	ENSG00000183048	protein_coding"
"ZNF311	ENSG00000197935	protein_coding"
"PSMD4	ENSG00000159352	protein_coding"
"LRIT2	ENSG00000204033	protein_coding"
"RPS23	ENSG00000186468	protein_coding"
"RGR	ENSG00000148604	protein_coding"
"P2RY2	ENSG00000175591	protein_coding"
"FSCN2	ENSG00000186765	protein_coding"
"OR8R1P	ENSG00000256347	unprocessed_pseudogene"
"CLCN2	ENSG00000114859	protein_coding"
"P2RY6	ENSG00000171631	protein_coding"
"DCP2	ENSG00000172795	protein_coding"
"RECQL5	ENSG00000108469	protein_coding"
"TAGLN2	ENSG00000158710	protein_coding"
"LRIT1	ENSG00000148602	protein_coding"
"LINC00858	ENSG00000229404	lncRNA"
"PEA15	ENSG00000162734	protein_coding"
"RPL12P29	ENSG00000233189	processed_pseudogene"
"TNPO1P1	ENSG00000225423	processed_pseudogene"
"CACYBPP1	ENSG00000225928	processed_pseudogene"
"VIM	ENSG00000026025	protein_coding"
"PPID	ENSG00000171497	protein_coding"
"GAPDHP40	ENSG00000248626	processed_pseudogene"
"PRG4	ENSG00000116690	protein_coding"
"TTC1	ENSG00000113312	protein_coding"
"RNU6-128P	ENSG00000206703	snRNA"
"SEMA6B	ENSG00000167680	protein_coding"
"SMIM6	ENSG00000259120	protein_coding"
"SAP30BP	ENSG00000161526	protein_coding"
"LDHAL6DP	ENSG00000250257	unprocessed_pseudogene"
"HNRNPA1P72	ENSG00000254713	processed_pseudogene"
"EBLN1	ENSG00000223601	protein_coding"
"PLK2	ENSG00000145632	protein_coding"
"COMMD3	ENSG00000148444	protein_coding"
"KANK2	ENSG00000197256	protein_coding"
"ZNF865	ENSG00000261221	protein_coding"
"PRSS57	ENSG00000185198	protein_coding"
"USP17L2	ENSG00000223443	protein_coding"
"NRG1-IT1	ENSG00000253974	lncRNA"
"RNA5SP262	ENSG00000252261	rRNA_pseudogene"
"RNA5SP263	ENSG00000200246	rRNA_pseudogene"
"NRG1-IT3	ENSG00000254049	lncRNA"
"MTND1P6	ENSG00000254346	processed_pseudogene"
"MTND2P32	ENSG00000254090	processed_pseudogene"
"RANP9	ENSG00000253393	processed_pseudogene"
"BLK	ENSG00000136573	protein_coding"
"LINC00492	ENSG00000250958	lncRNA"
"EXTL3	ENSG00000012232	protein_coding"
"COMMD3-BMI1	ENSG00000269897	protein_coding"
"RNU6-126P	ENSG00000252494	snRNA"
"MIR4269	ENSG00000265215	miRNA"
"MIR2467	ENSG00000264292	miRNA"
"KCTD14	ENSG00000151364	protein_coding"
"EIF3KP1	ENSG00000175749	processed_pseudogene"
"LCLAT1	ENSG00000172954	protein_coding"
"MAGEL2	ENSG00000254585	protein_coding"
"GIN1	ENSG00000145723	protein_coding"
"NDN	ENSG00000182636	protein_coding"
"PAQR5	ENSG00000137819	protein_coding"
"THRSP	ENSG00000151365	protein_coding"
"BMI1	ENSG00000168283	protein_coding"
"NDUFC2	ENSG00000151366	protein_coding"
"RNU7-175P	ENSG00000251724	snRNA"
"RRP8	ENSG00000132275	protein_coding"
"ILK	ENSG00000166333	protein_coding"
"ADRB1	ENSG00000043591	protein_coding"
"RNU6-709P	ENSG00000253066	snRNA"
"UNK	ENSG00000132478	protein_coding"
"RNU6-869P	ENSG00000207138	snRNA"
"RNU11-4P	ENSG00000212451	snRNA"
"CASC8	ENSG00000246228	lncRNA"
"VWA2	ENSG00000165816	protein_coding"
"POU5F1B	ENSG00000212993	protein_coding"
"WBP2	ENSG00000132471	protein_coding"
"AGO2	ENSG00000123908	protein_coding"
"FFAR2	ENSG00000126262	protein_coding"
"GPRIN2	ENSG00000204175	protein_coding"
"PLEKHA1	ENSG00000107679	protein_coding"
"MIR151A	ENSG00000254324	miRNA"
"RNA5SP278	ENSG00000252864	rRNA_pseudogene"
"FAM66D	ENSG00000255052	lncRNA"
"MRPL17	ENSG00000158042	protein_coding"
"FAM90A2P	ENSG00000205879	unprocessed_pseudogene"
"SH3PXD2A	ENSG00000107957	protein_coding"
"FAM86B1	ENSG00000186523	protein_coding"
"GVINP2	ENSG00000254781	processed_pseudogene"
"DCHS1	ENSG00000166341	protein_coding"
"MRPS18A	ENSG00000096080	protein_coding"
"TRIM47	ENSG00000132481	protein_coding"
"TRIM65	ENSG00000141569	protein_coding"
"ALG8	ENSG00000159063	protein_coding"
"EHBP1	ENSG00000115504	protein_coding"
"MRPL38	ENSG00000204316	protein_coding"
"ENPP7P12	ENSG00000254527	processed_pseudogene"
"TPD52L3	ENSG00000170777	protein_coding"
"MRPL43	ENSG00000055950	protein_coding"
"ZNF705D	ENSG00000215343	protein_coding"
"FGF20	ENSG00000078579	protein_coding"
"TEN1-CDK3	ENSG00000261408	protein_coding"
"MICU3	ENSG00000155970	protein_coding"
"TSKU	ENSG00000182704	protein_coding"
"TEN1	ENSG00000257949	protein_coding"
"EVPL	ENSG00000167880	protein_coding"
"CTHRC1	ENSG00000164932	protein_coding"
"RNU6-1011P	ENSG00000207399	snRNA"
"DCAF13	ENSG00000164934	protein_coding"
"TFAP2A	ENSG00000137203	protein_coding"
"VRK2	ENSG00000028116	protein_coding"
"SRP68	ENSG00000167881	protein_coding"
"NPHS1	ENSG00000161270	protein_coding"
"PDCD4-AS1	ENSG00000203497	lncRNA"
"B3GNT6	ENSG00000198488	protein_coding"
"ADARB2-AS1	ENSG00000205696	lncRNA"
"CAPN5	ENSG00000149260	protein_coding"
"PTK2	ENSG00000169398	protein_coding"
"TUSC1	ENSG00000198680	protein_coding"
"LARP4B	ENSG00000107929	protein_coding"
"MNT	ENSG00000070444	protein_coding"
"METTL16	ENSG00000127804	protein_coding"
"ANKDD1B	ENSG00000189045	protein_coding"
"DNAH5	ENSG00000039139	protein_coding"
"RN7SL33P	ENSG00000243049	misc_RNA"
"C1DP1	ENSG00000231245	processed_pseudogene"
"EIF4A1P9	ENSG00000262953	processed_pseudogene"
"SAMD11P1	ENSG00000262480	processed_pseudogene"
"CASP7	ENSG00000165806	protein_coding"
"RN7SL608P	ENSG00000239884	misc_RNA"
"ZNF146	ENSG00000167635	protein_coding"
"PAFAH1B1	ENSG00000007168	protein_coding"
"LRRC2-AS1	ENSG00000268324	lncRNA"
"TDGF1	ENSG00000241186	protein_coding"
"OMP	ENSG00000254550	protein_coding"
"ALS2CL	ENSG00000178038	protein_coding"
